Course Code,Course Objectives
ELEC3404,"
At the completion of this unit, you should be able to:

LO1. conduct simulation-based work using circuits and associated simulation software packages such as LTSpice to solve a particular problem
LO2. design power amplifiers and output stages, digital and integrated circuits using techniques and principles presented in the course
LO3. use basic circuit building blocks to create more advanced circuits within the scope and to the extent of the information presented
LO4. demonstrate an understanding of operational amplifiers and their internal devices, including BJT and CMOS transistors, DC biasing techniques, circuit building blocks and small signal modelling
LO5. apply specific principles and techniques to SPICE circuit simulation using a variety of different software packages from leading industry vendors to the extent of the material presented
LO6. determine the stability of feedback amplifiers and their steady state performance
LO7. demonstrate an understanding of fundamental issues in electronic circuit design such as non-idealities of amplifiers and the effect of passive and parasitic components
LO8. instigate inquiry to extend the knowledge and awareness of supplementary techniques, concepts and materials using varied resources and media formats within the context of the projects and problems investigated
LO9. make written and oral presentations concisely and accurately, in the form of tutorial presentations, lab reports, and project report
LO10. work in a team to discuss with and draw upon the diverse skills and knowledge of other team members in conducting lab experiments.

"
ELEC3404,"
At the completion of this unit, you should be able to:

LO1. conduct simulation-based work using circuits and associated simulation software packages such as LTSpice to solve a particular problem
LO2. design power amplifiers and output stages, digital and integrated circuits using techniques and principles presented in the course
LO3. use basic circuit building blocks to create more advanced circuits within the scope and to the extent of the information presented
LO4. demonstrate an understanding of operational amplifiers and their internal devices, including BJT and CMOS transistors, DC biasing techniques, circuit building blocks and small signal modelling
LO5. apply specific principles and techniques to SPICE circuit simulation using a variety of different software packages from leading industry vendors to the extent of the material presented
LO6. determine the stability of feedback amplifiers and their steady state performance
LO7. demonstrate an understanding of fundamental issues in electronic circuit design such as non-idealities of amplifiers and the effect of passive and parasitic components
LO8. instigate inquiry to extend the knowledge and awareness of supplementary techniques, concepts and materials using varied resources and media formats within the context of the projects and problems investigated
LO9. make written and oral presentations concisely and accurately, in the form of tutorial presentations, lab reports, and project report
LO10. work in a team to discuss with and draw upon the diverse skills and knowledge of other team members in conducting lab experiments.

"
ELEC3404,"
At the completion of this unit, you should be able to:

LO1. conduct simulation-based work using circuits and associated simulation software packages such as LTSpice to solve a particular problem
LO2. design power amplifiers and output stages, digital and integrated circuits using techniques and principles presented in the course
LO3. use basic circuit building blocks to create more advanced circuits within the scope and to the extent of the information presented
LO4. demonstrate an understanding of operational amplifiers and their internal devices, including BJT and CMOS transistors, DC biasing techniques, circuit building blocks and small signal modelling
LO5. apply specific principles and techniques to SPICE circuit simulation using a variety of different software packages from leading industry vendors to the extent of the material presented
LO6. determine the stability of feedback amplifiers and their steady state performance
LO7. demonstrate an understanding of fundamental issues in electronic circuit design such as non-idealities of amplifiers and the effect of passive and parasitic components
LO8. instigate inquiry to extend the knowledge and awareness of supplementary techniques, concepts and materials using varied resources and media formats within the context of the projects and problems investigated
LO9. make written and oral presentations concisely and accurately, in the form of tutorial presentations, lab reports, and project report
LO10. work in a team to discuss with and draw upon the diverse skills and knowledge of other team members in conducting lab experiments.

"
ELEC3404,"
At the completion of this unit, you should be able to:

LO1. conduct simulation-based work using circuits and associated simulation software packages such as LTSpice to solve a particular problem
LO2. design power amplifiers and output stages, digital and integrated circuits using techniques and principles presented in the course
LO3. use basic circuit building blocks to create more advanced circuits within the scope and to the extent of the information presented
LO4. demonstrate an understanding of operational amplifiers and their internal devices, including BJT and CMOS transistors, DC biasing techniques, circuit building blocks and small signal modelling
LO5. apply specific principles and techniques to SPICE circuit simulation using a variety of different software packages from leading industry vendors to the extent of the material presented
LO6. determine the stability of feedback amplifiers and their steady state performance
LO7. demonstrate an understanding of fundamental issues in electronic circuit design such as non-idealities of amplifiers and the effect of passive and parasitic components
LO8. instigate inquiry to extend the knowledge and awareness of supplementary techniques, concepts and materials using varied resources and media formats within the context of the projects and problems investigated
LO9. make written and oral presentations concisely and accurately, in the form of tutorial presentations, lab reports, and project report
LO10. work in a team to discuss with and draw upon the diverse skills and knowledge of other team members in conducting lab experiments.

"
ELEC3404,"
At the completion of this unit, you should be able to:

LO1. conduct simulation-based work using circuits and associated simulation software packages such as LTSpice to solve a particular problem
LO2. design power amplifiers and output stages, digital and integrated circuits using techniques and principles presented in the course
LO3. use basic circuit building blocks to create more advanced circuits within the scope and to the extent of the information presented
LO4. demonstrate an understanding of operational amplifiers and their internal devices, including BJT and CMOS transistors, DC biasing techniques, circuit building blocks and small signal modelling
LO5. apply specific principles and techniques to SPICE circuit simulation using a variety of different software packages from leading industry vendors to the extent of the material presented
LO6. determine the stability of feedback amplifiers and their steady state performance
LO7. demonstrate an understanding of fundamental issues in electronic circuit design such as non-idealities of amplifiers and the effect of passive and parasitic components
LO8. instigate inquiry to extend the knowledge and awareness of supplementary techniques, concepts and materials using varied resources and media formats within the context of the projects and problems investigated
LO9. make written and oral presentations concisely and accurately, in the form of tutorial presentations, lab reports, and project report
LO10. work in a team to discuss with and draw upon the diverse skills and knowledge of other team members in conducting lab experiments.

"
MATH2021,"
At the completion of this unit, you should be able to:

LO1. demonstrate a conceptual understanding of vector-valued functions, partial derivatives, curves, and integration over a region, volume, and surface as well as solving basic differential equations thorough background in a variety of techniques and applications of mathematical analysis.
LO2. understanding the definitions, main theorems, and corollaries for path integrals, conservative fields, multiple integrals Green's theorem, Gauss' theorem, and Stokes' theorem, but also to understand the structure of the solutions of linear differential equations, the method of series solutions, the Laplace transform, solving boundary-value problems involving Sturm-Liouville operators on either a bounded interval or a rectangle, and to understand what is an eigenvalue.
LO3. be fluent with substitutions in integrals and changing coordinate systems from cartesian into polar, cylindrical, or spherical ones.
LO4. develop appreciation and strong working knowledge of the theory and applications of elementary Vector Analysis and Differential Equations.
LO5. be fluent with important examples, theorems, and applications of the theory and be able to implement these into Mathematica software.

"
MATH2021,"
At the completion of this unit, you should be able to:

LO1. demonstrate a conceptual understanding of vector-valued functions, partial derivatives, curves, and integration over a region, volume, and surface as well as solving basic differential equations thorough background in a variety of techniques and applications of mathematical analysis.
LO2. understanding the definitions, main theorems, and corollaries for path integrals, conservative fields, multiple integrals Green's theorem, Gauss' theorem, and Stokes' theorem, but also to understand the structure of the solutions of linear differential equations, the method of series solutions, the Laplace transform, solving boundary-value problems involving Sturm-Liouville operators on either a bounded interval or a rectangle, and to understand what is an eigenvalue.
LO3. be fluent with substitutions in integrals and changing coordinate systems from cartesian into polar, cylindrical, or spherical ones.
LO4. develop appreciation and strong working knowledge of the theory and applications of elementary Vector Analysis and Differential Equations.
LO5. be fluent with important examples, theorems, and applications of the theory and be able to implement these into Mathematica software.

"
MATH2021,"
At the completion of this unit, you should be able to:

LO1. demonstrate a conceptual understanding of vector-valued functions, partial derivatives, curves, and integration over a region, volume, and surface as well as solving basic differential equations thorough background in a variety of techniques and applications of mathematical analysis.
LO2. understanding the definitions, main theorems, and corollaries for path integrals, conservative fields, multiple integrals Green's theorem, Gauss' theorem, and Stokes' theorem, but also to understand the structure of the solutions of linear differential equations, the method of series solutions, the Laplace transform, solving boundary-value problems involving Sturm-Liouville operators on either a bounded interval or a rectangle, and to understand what is an eigenvalue.
LO3. be fluent with substitutions in integrals and changing coordinate systems from cartesian into polar, cylindrical, or spherical ones.
LO4. develop appreciation and strong working knowledge of the theory and applications of elementary Vector Analysis and Differential Equations.
LO5. be fluent with important examples, theorems, and applications of the theory and be able to implement these into Mathematica software.

"
MATH2021,"
At the completion of this unit, you should be able to:

LO1. demonstrate a conceptual understanding of vector-valued functions, partial derivatives, curves, and integration over a region, volume, and surface as well as solving basic differential equations thorough background in a variety of techniques and applications of mathematical analysis.
LO2. understanding the definitions, main theorems, and corollaries for path integrals, conservative fields, multiple integrals Green's theorem, Gauss' theorem, and Stokes' theorem, but also to understand the structure of the solutions of linear differential equations, the method of series solutions, the Laplace transform, solving boundary-value problems involving Sturm-Liouville operators on either a bounded interval or a rectangle, and to understand what is an eigenvalue.
LO3. be fluent with substitutions in integrals and changing coordinate systems from cartesian into polar, cylindrical, or spherical ones.
LO4. develop appreciation and strong working knowledge of the theory and applications of elementary Vector Analysis and Differential Equations.
LO5. be fluent with important examples, theorems, and applications of the theory and be able to implement these into Mathematica software.

"
MATH2921,"
At the completion of this unit, you should be able to:

LO1. demonstrate a conceptual understanding of vector-valued functions, partial derivatives, curves and integration over a regioun, volume and surface as well as solving basic differential equations with a background in a variet of texhniques and applications of mathematical analysis
LO2. understand the definitions, main theorems, propositions, lemmata and corollaries for multivariate calculus as well as their applications to science. Also understand and the main theorems and methods of solving elementary linear differential equations as well as the applications.
LO3. be fluent in the computation of integrals via substitution and coordinate transform methods.
LO4. develop an appreiciation and strong working knowledge of  the theory and applications of elementry vector analysis and differential equations.
LO5. be fluent with important examples, theorems and applications and be able to implement these in a computational software package.
LO6. present complete and mathematically rigorous solutions for problems in vector calculus and differential equations that include appropriate justification for their reasoning.
LO7. recognise problems in mathematics and other areas of science and engineering that are amenable to mathematical analysis, and to apply th etechniques of mathematical analysis in solving them.

"
MATH2921,"
At the completion of this unit, you should be able to:

LO1. demonstrate a conceptual understanding of vector-valued functions, partial derivatives, curves and integration over a regioun, volume and surface as well as solving basic differential equations with a background in a variet of texhniques and applications of mathematical analysis
LO2. understand the definitions, main theorems, propositions, lemmata and corollaries for multivariate calculus as well as their applications to science. Also understand and the main theorems and methods of solving elementary linear differential equations as well as the applications.
LO3. be fluent in the computation of integrals via substitution and coordinate transform methods.
LO4. develop an appreiciation and strong working knowledge of  the theory and applications of elementry vector analysis and differential equations.
LO5. be fluent with important examples, theorems and applications and be able to implement these in a computational software package.
LO6. present complete and mathematically rigorous solutions for problems in vector calculus and differential equations that include appropriate justification for their reasoning.
LO7. recognise problems in mathematics and other areas of science and engineering that are amenable to mathematical analysis, and to apply th etechniques of mathematical analysis in solving them.

"
MATH2921,"
At the completion of this unit, you should be able to:

LO1. demonstrate a conceptual understanding of vector-valued functions, partial derivatives, curves and integration over a regioun, volume and surface as well as solving basic differential equations with a background in a variet of texhniques and applications of mathematical analysis
LO2. understand the definitions, main theorems, propositions, lemmata and corollaries for multivariate calculus as well as their applications to science. Also understand and the main theorems and methods of solving elementary linear differential equations as well as the applications.
LO3. be fluent in the computation of integrals via substitution and coordinate transform methods.
LO4. develop an appreiciation and strong working knowledge of  the theory and applications of elementry vector analysis and differential equations.
LO5. be fluent with important examples, theorems and applications and be able to implement these in a computational software package.
LO6. present complete and mathematically rigorous solutions for problems in vector calculus and differential equations that include appropriate justification for their reasoning.
LO7. recognise problems in mathematics and other areas of science and engineering that are amenable to mathematical analysis, and to apply th etechniques of mathematical analysis in solving them.

"
